Qtime,Qindustry,Qtitle,Qwork_title,Qlanguages,Qfirst_language,Qr_experience,Qr_year,Qtime_to_proficiency,Qr_learning_path,Qreason_to_learn,Qr_use,Qr_length_to_success,Qr_difficulty,Qr_reason_experienced,Qr_how_often_used,Qr_enjoyment,Qr_difficulty_experienced,Qtidyverse_learning,Qtidyverse_today,Qshiny,Qunit_tests,Qlike_best,Qlike_least,Qrecommend,Qused_for,Qmost_difficult_aspect,blank_question,Qnot_live_without,Qcapability_missing,Qtools,Qchange_one_thing,Qyear_born,Qgender,Qcountry,Qethnicity,Qdegree,Qteam_r_users,Qversion_control,Qtools_with_r,Qobstacles_to_starting,Qbiggest_difficulty,Qhow_to_learn_r,learner_type,Qgender_coded
2018-12-06T16:13:12Z,Health Care and Medicine,"Director, Marketing Analytics",Data scientist or analyst,"SAS, Tableau",Dbase,Intermediate,2014,Years,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I thought it would open new career opportunities,Less than once a month,4,4,No,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,It's open source,Complex to learn,9,Visualization,NA,NA,Ggplot2,NA,NA,NA,1955,male,United States of America,White,"Master’s degree (e.g. MA, MS, MEd)",0,Never -- I don't use version control for my R code,"Microsoft Excel, RStudio Desktop (IDE)",NA,Language syntax,NA,Early Learner,male
2018-12-06T16:13:23Z,Health Care and Medicine,NA,Data scientist or analyst,"C/C++, Excel, Python",R,Expert,2016,Months,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,5,2,No,Usually,Sometimes -- I use or build Shiny applications occasionally,Never -- I don't write unit tests,NA,NA,10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning, Text processing, Medicine, Clinical trials",NA,NA,NA,NA,NA,NA,1997,male,United States of America,White,"Some college or university, no college degree",NA,Frequently -- I use version control on most of the code that I write,"Microsoft Excel, Python, R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE)",NA,Language syntax,NA,Early Learner,male
2018-12-06T16:13:47Z,Information Technologies,Software Developer,Software developer,"C/C++, Excel, Java, Javascript, PHP, Python, Ruby, Swift, Visual Basic, Assembler, SNOBOL4, awk,FORTH",Basic (non-visual),Intermediate,2011,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I thought it would open new career opportunities,Between once a day and once a week,5,3,Yes,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,Economy of expression & the fact R almost never lets me down,"That I don't know it better, especially stats.",10,"Data transformation, Visualization, Exploring new datasets to see what's in them (& missing from them)",NA,NA,tidyverse and foreign,"Ha ha when I get to the point I have ""gaps in my reading"" I'll let you know!",NA,When you read a CSV file and it only puts some of the column name assignments I have no idea how to get the ones that are not displayed.,1949,male,United States of America,"Asian, White","Master’s degree (e.g. MA, MS, MEd)",0,Sometimes -- I use version control on critical parts of my work,RStudio Desktop (IDE),NA,Language syntax,NA,Early Learner,male
2018-12-06T16:14:22Z,Research,Director of research and education,Researcher,"Excel, Matlab",MS Access,Beginner,2018,Months,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,I wanted to do statistical analyses,Between once a day and once a week,3,4,Yes,Occasionally,I don't know what Shiny is.,I don't know what unit tests are,It’s a powerful program and more people are using it in my field,It’s not intuitive - it’s hard to figure out what you want to do in R most of the time.,8,"Statistical analysis, Data transformation, Modeling, Visualization",NA,NA,Ggplot2,Not sure still learning - it’s hard to know what package you need for what.,NA,"More straightforward guides about code structure, and how to perform specific tasks",1986,female,United States of America,White,"One or more graduate courses, no graduate degree",10,I don't know what version control is.,Microsoft Excel,NA,"Data types, Error messages, Finding proper packages to use, Getting started, Language syntax, R Materials aren't in my native language",NA,Recent Learner,female
2018-12-06T16:14:41Z,Trade (Retail or Wholesale),Sales Analyst,Data scientist or analyst,"Excel, Matlab, Python, Tableau",Visual Basic,Beginner,2017,I don't feel proficient in R yet.,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,It was part of a course I took,I don't use R any more,4,3,Yes,Occasionally,Never -- I don't use Shiny.,Never -- I don't write unit tests,Rstudio,NA,7,"Statistical analysis, Data transformation, Machine learning, Text processing",NA,NA,NA,NA,NA,NA,1993,female,NA,Prefer not to answer,"Bachelor’s degree (e.g. BA, BS)",NA,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow",RStudio Desktop (IDE),NA,"Error messages, Language syntax",NA,Recent Learner,female
2018-12-06T16:15:06Z,Health Care and Medicine,Quantitative Analyst,Data scientist or analyst,"Python, Tableau",R,Expert,2009,I don't feel proficient in R yet.,in school,NA,NA,NA,NA,It was part of a course I took,Less than once a month,5,2,No,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,NA,NA,10,"Statistical analysis, Modeling, Visualization, Survey analysis, Clinical trials",NA,NA,NA,NA,NA,I wish R Studio had been around when i was learning R,1985,female,United States of America,White,"Doctorate (e.g. PhD, EdD)",10,Sometimes -- I use version control on critical parts of my work,RStudio Desktop (IDE),NA,"Data types, Documentation, Downloading and installing the software, Error messages, Finding proper packages to use, Language irregularities",NA,Early Learner,female
2018-12-06T16:15:15Z,"Government Services (Federal, State, or Local)",NA,Data scientist or analyst,"Excel, Javascript, SAS, Tableau, Visual Basic",Excel,Beginner,2018,Weeks,"Online course (e.g., Coursera, edX, Datacamp)",NA,NA,NA,NA,"I wanted to use a specific R package (e.g., ggplot2, caret, rmarkdown)",More than once a day,4,1,Yes,Usually,Sometimes -- I use or build Shiny applications occasionally,Sometimes -- I write unit tests when I have code that is critical to my project or work,"How quickly I can get from idea to output, especially with ggplot2","I'm scared of using packages that aren't on CRAN. Also, the way items in grob are named makes it hard to customise them.",10,"Data transformation, Visualization",NA,NA,dplyr and ggplot2,Better choice of fonts,NA,NA,1983,female,United Kingdom,White,"Master’s degree (e.g. MA, MS, MEd)",6,Never -- I don't use version control for my R code,RStudio Desktop (IDE),NA,"Finding proper packages to use, Some documentation is good, others just make me more confused.",NA,Recent Learner,female
2018-12-06T16:15:39Z,Research,Graduate research assistant,Researcher,Python,Python,Intermediate,2012,Years,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,I wanted to do statistical analyses,Between once a day and once a week,4,3,No,Usually,I don't know what Shiny is.,I don't know what unit tests are,constant learning,"converting to/from object types (lists, dataframes, matrices etc) and formats (numeric, character, factor, etc)",9,"Statistical analysis, Data transformation, Modeling, Visualization",NA,NA,"dplyr, lubridate",NA,NA,NA,1985,female,United States of America,White,"Master’s degree (e.g. MA, MS, MEd)",10,Never -- I don't use version control for my R code,"Microsoft Excel, RStudio Desktop (IDE)",NA,"Data types, Language irregularities",NA,Early Learner,female
2018-12-06T16:16:45Z,Information Technologies,data scientist,Data scientist or analyst,SQL (BigQuery),SAS,Intermediate,2016,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I thought it would open new career opportunities,More than once a day,5,4,No,Never,Frequently -- I frequently use or build Shiny applications,Rarely -- I only write unit tests in situations that require it,There is a package for everything :),NA,10,"Statistical analysis, Data transformation, Modeling, Visualization",NA,NA,"data.table, ggplot",NA,NA,"Syntax is not very intuitive, tidyverse is a good thing which tries to imporve this.",1989,male,Hungary,White,"Master’s degree (e.g. MA, MS, MEd)",10,Frequently -- I use version control on most of the code that I write,RStudio Desktop (IDE),NA,"Data types, Getting started, Language syntax",NA,Early Learner,male
2018-12-06T16:17:07Z,"Government Services (Federal, State, or Local)",Research analyst,Data scientist or analyst,"C/C++, Excel, Javascript, Matlab, Python, Fame, Stan",R,Expert,2015,Years,On the job,NA,NA,NA,NA,I was personally interested,More than once a day,5,3,Yes,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Sometimes -- I write unit tests when I have code that is critical to my project or work,The amazing package ecosystem,"It’s not fast enough to use for production models. I don’t like that I have to switch to c++, or Stan, which I am less fluent in, to make package code that runs at the desired speed.",10,"Statistical analysis, Data transformation, Modeling, Visualization, Building tools to help people write to and read from Postgres databases.",NA,NA,"It’s hard to choose one tidyverse package, but if I must, it’s dplyr.","1. Something like ggplot for tables, 2. Production ready Patchwork. 3.1 Better modeling api (not sure I like parsnip, maybe I’ll get used to it), 3.2 Tidyverse style api for state-space modeling.",NA,"I started learning R in math/stats grad school, then went on to a job involving a lot of time-series modeling. So I started learning R with tools outside the tidyverse. I don’t a lot of matrix operations, used lots of idiosyncratic model APIs, then switched working mostly with tis and xts data types. As I became more fluent with the tidyverse, I spent much of my time converting projects into tidyverse friendly formats. I wish the tidyverse was better integrated into modeling and time-series based analysis.",1982,male,United States of America,White,"Master’s degree (e.g. MA, MS, MEd)",3,Frequently -- I use version control on most of the code that I write,"EMACS ESS mode, Matlab, Microsoft Excel, R Command Line (i.e., the native R terminal interface), RStudio Server Pro, Shiny Server Pro",NA,Getting started,NA,Early Learner,male
2018-12-06T16:17:28Z,Research,Researcher,Data scientist or analyst,Python,Java,Expert,2015,Weeks,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,It was part of a course I took,More than once a day,5,2,No,Usually,Sometimes -- I use or build Shiny applications occasionally,Never -- I don't write unit tests,The community and the tidyverse,RAM intensive,10,"Statistical analysis, Data transformation, Modeling, Visualization",NA,NA,Tidyverse,NA,NA,NA,1980,male,Argentina,Hispanic/Latinx,"Master’s degree (e.g. MA, MS, MEd)",7,Sometimes -- I use version control on critical parts of my work,"RStudio.cloud, RStudio Desktop (IDE), Shinyapps.io",NA,Language irregularities,NA,Early Learner,male
2018-12-06T16:18:50Z,Research,People analyst,Data scientist or analyst,"Excel, Javascript, Python, SAS, SPSS, Tableau, Visual Basic",Excel,Expert,2014,Months,On the job,NA,NA,NA,NA,I was personally interested,More than once a day,5,3,Yes,Usually,Sometimes -- I use or build Shiny applications occasionally,Rarely -- I only write unit tests in situations that require it,NA,NA,10,"Statistical analysis, Data transformation, Modeling, Visualization, Survey analysis",NA,NA,NA,NA,NA,NA,1988,male,United States of America,White,"Doctorate (e.g. PhD, EdD)",5,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","Jupyter Notebooks, Microsoft Excel, R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE), SPSS",NA,"Documentation, Finding proper packages to use, Language irregularities",NA,Early Learner,male
2018-12-06T16:19:52Z,Research,"PhD student, Research Assistant",Student,"Excel, Javascript, Matlab, SPSS",SPSS,Beginner,2017,I don't feel proficient in R yet.,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,I wanted to do statistical analyses,Between once a week and once a month,4,2,Yes,Usually,I don't know what Shiny is.,Never -- I don't write unit tests,Flexibility in running analyses and visualisation. I’m finding learning to script engaging and satisfying.,Help documents,9,"Statistical analysis, Data transformation, Modeling, Visualization, Survey analysis",NA,NA,Tidyverse,NA,NA,Better description of function inputs in help docs,1987,male,Australia,White,"Master’s degree (e.g. MA, MS, MEd)",3,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","Microsoft Excel, RStudio Desktop (IDE)",NA,"Error messages, For loops. Making sense of the layout of CRAN help documents",NA,Recent Learner,male
2018-12-06T16:20:32Z,Research,Project leader,Data scientist or analyst,"C/C++, Excel, Matlab, Python",Pascal,Intermediate,2015,Months,On the job,NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,3,3,Yes,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,Tidyverse,Fragility at runtime,4,"Statistical analysis, Data transformation, Visualization",NA,NA,Tidyverse,Proper scoping,NA,Better documentation,1982,mals,Switzerland,White,"Doctorate (e.g. PhD, EdD)",5,Frequently -- I use version control on most of the code that I write,"Python, R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE), RStudio Server",NA,"Documentation, Language irregularities",NA,Early Learner,male
