Timestamp	X.Cómo.calificarías.tu.nivel.de.experiencia.usando.R.	X.Cuál.es.tu.plan.para.aprender.R.	X.Qué.opción.refleja.mejor.la.razón.principal.por.la.que.aprendiste.R....4	Si.aprendieras.R...para.qué.consideras.que.lo.usarías...marca.todas.las.opciones.que.apliquen.	X.Qué.herramientas.analíticas.usas.hoy.para.las.funciones.para.las.que.podrías.aprender.R...por.favor..marca.todas.las.opciones.que.apliquen.	X.Cuál.crees.que.es.el.mayor.obstáculo.que.debes.superar.para.tratar.de.aprender.R..Las.siguientes.opciones.son.solo.sugerencias..Si.no.enumeramos.tu.obstáculo..elige..Other..y.agrega.tu.obstáculo.como.texto.libre.	X.En.qué.año.comenzaste.a.aprender.R.	X.Cómo.aprendiste.R..Si.usaste.varios.métodos..por.favor..selecciona.el.que.hayas.usado.más.	X.Qué.opción.refleja.mejor.la.razón.principal.por.la.que.aprendiste.R....10	X.Cuál.crees.que.fue.el.mayor.obstáculo.que.tuviste.que.superar.para.aprender.R..Las.siguientes.opciones.son.solo.sugerencias..Si.no.hemos.enumerado.su.obstáculo..elija..Otro..y.agregue.su.obstáculo.en.el.texto.	X.Con.qué.frecuencia.usa.R.hoy..ya.sea.para.proyectos.profesionales.o.personales.	X.Cuál.es.el.sistema.operativo.principal.que.usa.para.su.trabajo.de.R.	X.Para.qué.aplicaciones.usas.R.más.frecuentemente...marca.todas.las.que.correspondan.	Por.favor.califica.cuanto.disfrutas.usar.R.en.una.escala.del.1.al.5..donde.1.es.que.no.lo.disfrutas.para.nada.y.5.es.que.lo.disfrutas.mucho.	X.Qué.tan.probable.es.que.recomiendes.R.a.un.colega..amiga.o.o.un.familiar.	X.Qué.herramientas.utilizas.con.tus.aplicaciones.R...por.favor.marca.todas.las.que.correspondan.	X.Usaste.paquetes.tidyverse.como.ggplot2.o.dplyr.para.aprender.R.	X.Utilizas.paquetes.tidyverse.cuando.usa.R.ahora.	X.Qué.es.lo.que.más.te.gusta.de.usar.R.	X.Qué.es.lo.que.menos.te.gusta.de.usar.R.	Cuando.tienes.problemas.en.R...a.quién.recurres.para.pedir.ayuda.	X.Cómo.descubre.nuevos.paquetes.o.paquetes.que.no.le.son.familiares.	X.Cómo.compartes.los.resultados.que.creas.en.R..Marca.todos.lo.que.correspondan.	Mirando.hacia.el.futuro...cómo.espera.que.cambie.su.uso.de.R.en.2021.	Para.asegurarnos.que.no.seas.un.robot..por.favor.escribe.la.palabra..five...sin.comillas..en.la.siguiente.caja.	X.Utiliza.actualmente.R.Markdown..Elija.la.declaración.que.más.se.ajuste.a.su.uso.	X.Para.qué.aplicaciones.utilizas.R.Markdown..Marque.todo.lo.que.corresponda.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.R.Markdown.en.2021.	X.Con.qué.frecuencia.usas.Shiny.actualmente..ya.sea.como.desarrollador.o.como.usuario..Elige.la.opción.que.más.se.acerque.a.tu.uso.	X.Para.qué.usas.Shiny.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.Shiny.en.2021.	X.Utilizas.actualmente.Python..Elije.la.declaración.que.más.se.ajuste.a.tu.uso.	X.Para.qué.aplicaciones.usas.Python.más.frecuentemente...marca.todas.las.que.correspondan.	Por.favor.califica.cuanto.disfrutas.usar.Python.en.una.escala.del.1.al.5..donde.1.es.que.no.lo.disfrutas.para.nada.y.5.es.que.lo.disfrutas.mucho.	X.Qué.tan.probable.es.que.recomiendes.Python.a.un.colega..amiga.o.o.un.familiar.	X.Qué.herramientas.usas.con.tus.aplicaciones.Python...marque.todo.lo.que.corresponda.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.Python.en.2021.	X.Con.qué.lenguajes.o.herramientas.informáticas.te.sientes.cómodo.programando.hoy.	X.Cuál.fue.el.PRIMER.lenguaje.de.programación.o.herramienta.informática.que.aprendiste.	X.En.qué.año.naciste.	X.Con.qué.género.te.identificas.	Identifico.mi.origen.étnico.como..selecciona.todas.las.opciones.que.correspondan..	X.Cuál.es.el.nivel.educativo.más.alto.que.has.completado..Si.eres.estudiante..utiliza.el.nivel.más.alto.que.ya.hayas.completado.	X.En.qué.país.resides.actualmente.	X.En.qué.industria.trabajas.o.participas.	X.Cuál.es.el.nombre.de.tu.cargo.laboral..si.tienes.alguno..	X.Qué.categoría.describe.mejor.el.trabajo.que.haces.	X.Cuántas.personas.en.su.organización.o.grupo.de.trabajo.siente.que.puede.pedir.ayuda.o.apoyo.cuando.trabaja.con.R.	X.Te.sientes.parte.de.la.comunidad.R.	X.A.cuál.de.los.siguientes.eventos.has.asistido..Marca.todos.lo.que.correspondan..Incluye.todos.los.eventos.a.los.que.asististe.virtualmente.en.2020.	X.Cómo.te.enteraste.de.esta.encuesta.
2020-12-11T13:56:37Z	Experto	NA	NA	NA	NA	NA	2017	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto, Medicina, Ensayos clínicos	5	10	Python, RStudio Desktop (IDE)	Sí	Generalmente	Su versatilidad facilidad de uso y capacidad de usar otros lenguajes	R esta en desarrollo todavía tiene algunos aspectos por mejorar sobre todo en áreas de modelamiento y procesamiento del lenguaje natural	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Paquetes R creados para la búsqueda, como el paquete sos, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web públicos como GitHub o Netlify	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear documentos PDF personalizados usando pagedown	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Aplicaciones de mapeo	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Modelado/Aprendizaje automático, Visualización	5	9	JupyterLab 3.0, R, RStudio Decktop (IDE)	Espero que aumente	C/C++, Javascript, Python	Visual Basic	1992	Masculino	Hispano/Latino	Uno o más cursos de postgrado, sin título de postgrado	Colombia	Cuidado de la Salud y Medicina	Quimico Farmaceutico	Estudiante	2	Sí definitivamente	NA	Twitter
2020-12-11T14:07:22Z	Intermedio	NA	NA	NA	NA	NA	2015	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Comprender la documentación de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de encuestas	5	10	Microsoft Excel, RStudio Desktop (IDE)	Sí	Generalmente	Inmensa cantidad de librerías y que es gratis	La forma como está escrita la documentación y que suele venir en inglés	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear sitios web a través de blogdown	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel	Excel	1994	Masculino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	México	Servicios Gubernamentales (Federales, Provinciales o Municipales)	Analista	Científica/o de datos o Analista	0	Si algo	NA	Twitter
2020-12-11T14:08:46Z	Intermedio	NA	NA	NA	NA	NA	2017	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Fue requerido para mi trabajo	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Genómica	5	10	RStudio Desktop (IDE)	No	Raramente	las posibilidades son inmensas	ggplot2, no me gusta. Prefiero las graficas normales, son faciles de hacer y de ver.	Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	five	No uso R Markdown	NA	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que siga igual	Ocasionalmente: menos de una vez al mes.	Visualización	3	10	Anaconda	Espero que aumente	Python	R	1985	Ciencia ficción	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Canada	Investigación	NA	Investigador/a	NA	Neutral	NA	Twitter
2020-12-11T14:18:32Z	Principiante	NA	NA	NA	NA	NA	2018	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Fue parte de un curso que tomé	Los materiales de R no están en Español	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, astronomía	5	9	Microsoft Excel, RStudio Desktop (IDE), power bi	Sí	Generalmente	lo difícil	no están categorizados las librerías	Sitios web de búsqueda general como Google y Yahoo	Sitios web de búsqueda general como Google y Yahoo	Email	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Exploración de datos	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel, SPSS, power bi	cobol	1958	masculino	Norteamericano nativo	Título profesional (por ejemplo, MD, DDS, DVM)	Chile	Educación	Director de Carrera	Educador/a	1	Sí definitivamente	RStudio::conf	Email
2020-12-11T14:25:03Z	Intermedio	NA	NA	NA	NA	NA	2017	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Queria hacer análisis estadísticos	Mensajes de error	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto, Análisis financiero	5	10	RStudio Desktop (IDE)	Sí	Generalmente	La gran cantidad de desarrollos que existen, con muy buena documentación	Procesar grandes volúmenes de datos es complicado, es una de las razones que hace que a veces sea necesario usar python	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify, Shinyapps.io	Espero que aumente	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear sitios web a través de blogdown	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Exploración de datos	Espero que aumente	Diariamente: al menos una vez al día.	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto, Análisis financiero	5	10	Anaconda, Jupyter cuadernos, JupyterLab 3.0	Espero que aumente	Python, R	R	1993	Femenino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	Argentina	Servicios y Actividades Financieros	Data scientist	Científica/o de datos o Analista	4	Sí definitivamente	UseR conferencia, R Reuniones de damas (locales, regionales, nacionales o internacionales)	De un colega o amigo
2020-12-11T14:25:06Z	Intermedio	NA	NA	NA	NA	NA	2019	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis financiero	4	8	RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	La visualización de datos y la rapidez en el análisis.	En ocasiones la sintaxis es confusa.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Blog personal o sitio web de su propiedad, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear documentos interactivos basados en Shiny	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Tablas de datos interactivas	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Análisis estadístico, Limpieza o manipulación de datos, Visualización	3	6	Anaconda, Conda, Jupyter cuadernos, JupyterLab 2.0, JupyterLab 3.0	Espero que siga igual	Excel, Matlab, Python	Matlab	1996	Male	Blanco	Maestría (por ejemplo, MA, MS, MEd)	NA	Investigación	Estudiante	Estudiante	NA	Si algo	NA	Twitter
2020-12-11T14:30:08Z	Intermedio	NA	NA	NA	NA	NA	2017	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Encontrar paquetes apropiados para usar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	10	Jupyter cuadernos, RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	Su infinidad de aplicaciones	Estructura de código largo	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation	Sitios web de búsqueda general como Google y Yahoo, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify, Shinyapps.io, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear diapositivas de presentación, Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Narración narrativa con texto y datos	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel, Javascript, Python	C/C++	1997	Masculino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	Ecuador	Investigación	Asistente de investigación	Investigador/a	5	No estoy segura	Encuentro local o regional de R	Twitter
2020-12-11T14:34:30Z	Intermedio	NA	NA	NA	NA	NA	2010	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Linux (cualquier distribución)	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de encuestas	5	8	Jupyter cuadernos, Microsoft Excel, Python, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE), Shiny Server, Tableau	Sí	De vez en cuando	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Vistas de tareas de CRAN, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Blog personal o sitio web de su propiedad, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R, Crear diapositivas de presentación	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Tablero de instrumentos	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Limpieza o manipulación de datos	3	7	Anaconda, Jupyter cuadernos, Microsoft Excel, R, Tableau	Espero que siga igual	C/C++, Excel, Javascript, Python	BASIC	1968	hombre	NA	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	profesor	Educador/a	NA	No en realidad no	NA	Twitter
2020-12-11T14:35:13Z	Intermedio	NA	NA	NA	NA	NA	2009	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico	4	9	Microsoft Excel, RStudio Desktop (IDE), Statgraphics	Sí	Generalmente	Disponibilidad de paquetes	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, community.rstudio.com, Rdocumentation.org	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear diapositivas de presentación, Crear paneles HTML con flexdashboard	Espero que aumente	Ocasionalmente: menos de una vez al mes.	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Javascript, Matlab	Fortran	1962	NA	Prefiero no responder	Licenciatura (por ejemplo, BA, BS)	Spain / España	Educación	NA	Educador/a	NA	Si algo	NA	Twitter
2020-12-11T14:39:48Z	Intermedio	NA	NA	NA	NA	NA	NA	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Mensajes de error	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	10	Microsoft Excel, RStudio Desktop (IDE)	Sí	Generalmente	La facilidad de explorar los datos	Shiny dependa de un servidor	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que aumente	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que aumente	Diariamente: al menos una vez al día	Tablas de datos interactivas	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel	pascal	1981	masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Guernsey	Tecnologías de la Información	gerente tecnico regional	Gerencia	20	Neutral	NA	Twitter
2020-12-11T14:40:01Z	Intermedio	NA	NA	NA	NA	NA	NA	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Mensajes de error	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	10	Microsoft Excel, RStudio Desktop (IDE)	Sí	Generalmente	La facilidad de explorar los datos	Shiny dependa de un servidor	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que aumente	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que aumente	Diariamente: al menos una vez al día	Tablas de datos interactivas	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel	pascal	1981	masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Guernsey	Tecnologías de la Información	gerente tecnico regional	Gerencia	20	Neutral	NA	Twitter
2020-12-11T15:08:35Z	Intermedio	NA	NA	NA	NA	NA	2016	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Tenía un interés personal	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de encuestas	5	10	Microsoft Excel, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE)	Sí	Generalmente	La visualización, la reproducibilidad	Los cambios en las sintaxis o códigos	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	community.rstudio.com, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que aumente	Five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel, SPSS	SPSS	1986	Hombre	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Brasil	Educación	Investigador	Científica/o de datos o Analista	2	Neutral	NA	Twitter
2020-12-11T15:12:57Z	Principiante	NA	NA	NA	NA	NA	2020	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de encuestas	5	7	Microsoft Excel, RStudio Desktop (IDE), SPSS	Sí	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	SPSS	SPSS	1990	Hombre	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Servicios Gubernamentales (Federales, Provinciales o Municipales)	NA	Consultoría o Asesoría	0	No en realidad no	NA	Twitter
2020-12-11T15:13:38Z	Intermedio	NA	NA	NA	NA	NA	2017	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Visualización	4	9	RStudio Desktop (IDE)	Sí	Generalmente	Parte de su sintaxis (estilo tidyverse)	No es tan fácil implementar código para correr en paralelo	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad	Espero que aumente	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Reportes	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Exploración de datos	Espero que siga igual	Mensual: entre una vez a la semana y una vez al mes	Modelado/Aprendizaje automático, Genómica	3	9	Conda, JupyterLab 3.0, RStudio Decktop (IDE), Visual Studio Code	Espero que aumente	Julia	R	1995	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Colombia	Investigación	NA	Estudiante	2	Si algo	NA	Twitter
2020-12-11T15:25:02Z	Intermedio	NA	NA	NA	NA	NA	NA	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Mensajes de error	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	4	10	Microsoft Excel, RStudio Desktop (IDE)	Sí	Generalmente	La comunidad de aprendizaje de R es muy amigable	Incompatibilidad de versiones de paquetes o R studio que impide algunas veces correr scripts	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Ninguna	R	1988	Femenino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Canada	Educación	Estudiante de doctorado	Estudiante	5	Si algo	RStudio::conf, UseR conferencia	Twitter
2020-12-11T15:31:25Z	Experto	NA	NA	NA	NA	NA	2010	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Quería usar un paquete R específico (por ejemplo, tidyverse, tidymodels, RMarkdown)	Comprender la documentación de R	Diariamente: al menos una vez al día.	Linux (cualquier distribución)	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto, Ensayos clínicos, Análisis de encuestas, Análisis financiero, creacción de mapas, creacción de dashboards	4	8	Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE), Shinyapps.io, VIM	No	Generalmente	La comunidad ayuda mucho	es muy lenta para simulaciones y no abre muchas puertas en el mercado laboral	Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Grupo R-Brasil en Telegram	Sitios web de búsqueda general como Google y Yahoo, Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Grupo R-Brasil en Telegram	Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify, Shinyapps.io, medium, LinkedIn	Espero que disminuya	five	Ocasionalmente: menos de una vez al mes.	Crear paneles HTML con flexdashboard	Espero que disminuya	Ocasionalmente: menos de una vez al mes.	Aplicaciones de mapeo	Espero que disminuya	Ocasionalmente: menos de una vez al mes.	Limpieza o manipulación de datos, Modelado/Aprendizaje automático	3	6	Anaconda, Jupyter cuadernos, Visual Studio Code	Espero que aumente	C/C++, Julia, Python, Bash, R	Pascal	1982	male	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Sin empleo	Data Scientist  (freelancer)	Investigador/a	4	Sí definitivamente	NA	LinkedIn
2020-12-11T15:33:16Z	Intermedio	NA	NA	NA	NA	NA	2002	En el trabajo	Queria hacer análisis estadísticos	Encontrar tiempo para empezar	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Limpieza o manipulación de datos, Modelado/Aprendizaje automático	4	8	Matlab, Microsoft Excel, Python, RStudio Desktop (IDE)	Sí	Raramente	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	community.rstudio.com, Vistas de tareas de CRAN	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que siga igual	Ocasionalmente: menos de una vez al mes.	Modelado/Aprendizaje automático	1	8	Anaconda, Conda	Espero que siga igual	Matlab	BASIC	1972	varón	NA	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Investigación	NA	Investigador/a	2	No en realidad no	NA	r-bloggers
