Qtime	Qr_experience	Qhow_to_learn_r	Qreason_to_learn	Qr_use	Qtools	Qobstacles_to_starting	Qr_year	Qr_learning_path	Qr_reason_experienced	Qmost_difficult_aspect	Qr_how_often_used	Qr_OS	Qused_for	Qr_enjoyment	Qrecommend	Qtools_with_r	Qtidyverse_learning	Qtidyverse_today	Qlike_best	Qlike_least	Qr_problems	Qr_discover_packages	Qr_share	Qr_change	Qrobot_test	Qrmarkdown	Qrmarkdown_apps	Qrmarkdown_change	Qshiny	Qshiny_use	Qshiny_change	Qpython_use	Qpython_apps	Qpython_tools	Qpython)_enjoy	Qpython_recommend	Qpython_change	Qcoding_languages	Qfirst_language	Qyear_born	Qgender	Qethnicity	Qdegree	Qcountry	Qindustry	Qtitle	Qwork_title	Qteam_r_users	Qr_community	Qevents	Qhear
12/12/2020 18:12:24	Intermedio	NA	NA	NA	NA	NA	NA	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Fue parte de un curso que tomé	Aprender la sintaxis de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico	5	9	Tableau	No	No sé qué es el paquete tidyverse	Gratuidad y diversidad de librerías para realizar modelos.	Velocidad de procesamiento masivo.	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que aumente	five	No uso R Markdown	NA	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Matlab, SAS, Tableau	R	1985	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Colombia	Servicios Gubernamentales (Federales, Provinciales o Municipales)	NA	Consultoría o Asesoría	2	Si algo	RStudio::conf	Twitter
12/12/2020 18:19:16	Experto	NA	NA	NA	NA	NA	2000	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Fue parte de un curso que tomé	Comprender la documentación de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	9	Microsoft Excel, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE)	No	Generalmente	Libertad	No saber más	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Vistas de tareas de CRAN, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint)	Espero que siga igual	five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	Excel	1978	Hombre	Blanco	Licenciatura (por ejemplo, BA, BS)	Spain / España	Servicios Profesionales y de Negocios	NA	Científica/o de datos o Analista	0	Si algo	NA	Twitter
12/12/2020 19:04:18	Intermedio	NA	NA	NA	NA	NA	2012	En el trabajo	Fue requerido para mi trabajo	Mensajes de error	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Proteomica	5	10	Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Cloud, RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	Los paquetes	Todo	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Bioconductor	Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web públicos como GitHub o Netlify, Shinyapps.io, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	Five	Diariamente: al menos una vez al día.	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear documentos PDF personalizados usando pagedown, Crear sitios web a través de blogdown, Crear diapositivas de presentación, Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Tablas de datos interactivas	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Limpieza o manipulación de datos	3	8	Anaconda, Jupyter cuadernos, JupyterLab 2.0, RStudio Decktop (IDE)	Espero que siga igual	Excel, Matlab	NA	1988	Female	Blanco	Doctorado (por ejemplo, PhD, EdD)	United Kingdom / Reino Unido	Investigación	Postdoc	Investigador/a	NA	Si algo	Encuentro local o regional de R, R Reuniones de damas (locales, regionales, nacionales o internacionales)	Twitter
12/12/2020 19:53:04	Intermedio	NA	NA	NA	NA	NA	2015	En el trabajo	Tenía un interés personal	Los materiales de R no están en Español	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de texto, Análisis de encuestas, Análisis financiero, Estudios de mercado	5	10	Microsoft Excel, Python, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE), RStudio Server, Shiny Server, Tableau	Sí	Generalmente	La reproducibilidad y alcanzar cosas que antes eran imposibles en mi trabajo	La poca documentación en Español aunque creo que puede mejorar con el tiempo	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation	community.rstudio.com, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Vistas de tareas de CRAN, Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	Five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear sitios web a través de blogdown, Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Tablas de datos interactivas	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	C/C++, Excel, Java, Python, SPSS, Tableau	SPSS	1986	Masculino	Hispano/Latino	Uno o más cursos de postgrado, sin título de postgrado	Costa Rica	Servicios Gubernamentales (Federales, Provinciales o Municipales)	Estadístico	Estadístico/a	0	Si algo	Encuentro local o regional de R	Twitter
12/12/2020 20:15:17	Intermedio	NA	NA	NA	NA	NA	2019	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Tenía un interés personal	Comprender la documentación de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	10	Microsoft Excel, Stata	Sí	Generalmente	The books made by the community	Working with data from SPSS	Sitios web de búsqueda general como Google y Yahoo	Sitios web de búsqueda general como Google y Yahoo, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear paneles HTML con flexdashboard	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Tablas de datos interactivas	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel, Python, Stata	Python	1996	Hombre	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	Ecuador	Investigación	Economics Investigator	Investigador/a	1	Neutral	NA	Twitter
12/12/2020 20:40:08	Intermedio	NA	NA	NA	NA	NA	2019	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Tenía un interés personal	Aprender la sintaxis de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	9	Microsoft Excel, Python, RStudio Desktop (IDE)	Sí	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint)	Espero que siga igual	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Análisis estadístico, Limpieza o manipulación de datos, Análisis de texto	4	9	Anaconda, Jupyter cuadernos, Microsoft Excel, R	Espero que siga igual	Excel, Python, Visual Basic	C#	1989	M	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Tecnologías de la Información	NA	Científica/o de datos o Analista	0	No en realidad no	NA	Twitter
12/12/2020 20:40:12	Intermedio	NA	NA	NA	NA	NA	2015	Curso de la universidad	Fue parte de un curso que tomé	TODAS LAS ANTERIORES	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de encuestas	1	10	Shinyapps.io	No	Raramente	Que es cool	Es demasiado difícil	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores	Sitios web de búsqueda general como Google y Yahoo	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	estudios	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Tablas de datos interactivas	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Ninguna	R	1994	Femenino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	Chile	Investigación	Estudiante de magíster	Estudiante	NA	Si algo	NA	Twitter
12/12/2020 20:57:36	Intermedio	NA	NA	NA	NA	NA	2016	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Tenía un interés personal	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Linux (cualquier distribución)	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	10	Línea de comandos de R (es decir, la interfaz nativa de la terminal R)	Sí	De vez en cuando	Su facilidad para manejar datos y lograr resultados rápidamente con pocos comandos.	Ciertas inconsistencias en la sintaxis y la divergencia de estilos en los diversos paquetes.	Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Vistas de tareas de CRAN, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear artículos listos para publicación para enviar, Crear diapositivas de presentación	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Modelado/Aprendizaje automático	1	1	Anaconda	Espero que siga igual	C/C++, Excel, Matlab, Ruby, Fortran	C/C++	1966	masculino	Blanco	Título profesional (por ejemplo, MD, DDS, DVM)	Uruguay	Servicios Públicos	Jefe de desarrollo y mantenimiento de modelos	Ninguna	3	Si algo	NA	Twitter
12/12/2020 20:59:03	Intermedio	NA	NA	NA	NA	NA	2017	En el trabajo	Tenía un interés personal	NA	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis financiero	5	10	RStudio Desktop (IDE)	No	De vez en cuando	NA	Difficult to use multiple cores	Sitios web de búsqueda general como Google y Yahoo	Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que siga igual	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear paneles HTML con flexdashboard	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que siga igual	Mensual: entre una vez a la semana y una vez al mes	Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto, Análisis financiero	5	10	Anaconda	Espero que aumente	Excel, Python	R	1986	Hombre	Blanco, Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Uruguay	Servicios y Actividades Financieros	Analista de datos	Científica/o de datos o Analista	1	Neutral	NA	Twitter
12/12/2020 21:15:17	Principiante	NA	NA	NA	NA	NA	2010	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Mensajes de error	Mensual: entre una vez a la semana y una vez al mes	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático	3	8	RStudio Desktop (IDE)	No	Raramente	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores	Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	R	1965	Varón	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Uruguay	Educación	Profesor Adjunto	Investigador/a	0	Neutral	NA	Twitter
12/12/2020 21:24:42	Experto	NA	NA	NA	NA	NA	2014	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Comprender la documentación de R	Diariamente: al menos una vez al día.	Linux (cualquier distribución)	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto, Medicina	5	10	Python, RStudio Desktop (IDE), RStudio Server, Shiny Server, Tableau	Sí	Generalmente	Me gusta la rapidez con la puedo resolver un problema y sentirme seguro que lo estoy haciendo correctamente porque muchos profesionales destacados invirtieron tiempo en los packages y soluciones.	Que no sea tan usado como otros lenguajes	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Sitios web públicos como GitHub o Netlify, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear artículos listos para publicación para enviar, Crear documentos PDF personalizados usando pagedown	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Tablas de datos interactivas	Espero que aumente	Diariamente: al menos una vez al día.	Limpieza o manipulación de datos, Análisis de texto	5	9	Anaconda, Conda, Jupyter cuadernos, R, RStudio Decktop (IDE), RStudio Server, Visual Studio Code	Espero que aumente	Excel, Python, Tableau	Visual Basic	1986	Masculino	Blanco, Hispano/Latino	Título profesional (por ejemplo, MD, DDS, DVM)	Chile	Cuidado de la Salud y Medicina	Jefe unidad inteligencia artificial	Desarrollador/a de Software	0	Si algo	UseR conferencia, R Medicine conferencia	Twitter
12/12/2020 21:37:04	Intermedio	NA	NA	NA	NA	NA	2017	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Fue parte de un curso que tomé	Encontrar tiempo para empezar	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	5	9	Jupyter cuadernos, Python, RStudio Cloud, RStudio Desktop (IDE), Shinyapps.io	No	Generalmente	La facilidad y el enfoque estadístico	NA	Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores	RPubs.com, Shinyapps.io	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Crear diapositivas de presentación, Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Exploración de datos	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	4	9	Anaconda, Conda, Jupyter cuadernos	Espero que aumente	Python	Java	1995	Masculino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	México	Sin empleo	NA	NA	NA	Neutral	NA	Twitter
